anio_inicio,mes_inicio,fecha_inicio,hora_inicio,anio_hecho,mes_hecho,fecha_hecho,hora_hecho,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_hecho,colonia_catalogo,alcaldia_hecho,alcaldia_catalogo,municipio_hecho,latitud,longitud,dia_semana,mes_codificado,alcaldia_codificada,hora_minutos,conteoDelitos
2022,Mayo,2022-05-17,00:00:00,2022.0,Mayo,2022-05-17,10:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,GAM-4,UI-3CD,SAN JUAN DE ARAGÓN I SECCIÓN,San Juan De Aragon I Seccion,GUSTAVO A. MADERO,Gustavo A. Madero,CDMX,19.46227,-99.09075,2.0,8,3,600.0,1018.0
2021,Octubre,2021-10-26,00:00:00,2021.0,Octubre,2021-10-24,04:50:00,ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-2,UI-1SD,EJIDOS SAN JUAN DE ARAGON 1A SECCION,Ex Ejido San Juan De Aragon Sector 33,GUSTAVO A. MADERO,Gustavo A. Madero,CDMX,19.4693,-99.091,7.0,10,3,290.0,1203.0
2021,Noviembre,2021-11-02,00:00:00,2021.0,Noviembre,2021-11-02,01:00:00,ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-1,Unidad de Investigación 1 S/D,ARAGÓN LA VILLA,Ampliacion San Juan De Aragon,GUSTAVO A. MADERO,Gustavo A. Madero,CDMX,19.47911,-99.10857,2.0,9,3,60.0,1199.0
2021,Febrero,2021-02-19,00:00:00,2021.0,Febrero,2021-02-10,15:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,GAM-6,UI-1CD,CAMPESTRE ARAGÓN,Campestre Aragon,GUSTAVO A. MADERO,Gustavo A. Madero,CDMX,19.48898,-99.08096,3.0,4,3,900.0,1048.0
2023,Junio,2023-06-11,23:56:44,2023.0,Junio,2023-06-11,23:15:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,GAM-4,UI-3CD,DEFENSORES DE LA REPÚBLICA,Defensores De La Republica,GUSTAVO A. MADERO,Gustavo A. Madero,CDMX,19.4730055160771,-99.1387604195756,7.0,6,3,1395.0,974.0
2022,Julio,2022-07-06,18:52:35,2022.0,Julio,2022-07-06,13:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-4,UI-1SD,UNIDAD PROFESIONAL ADOLFO LOPEZ MATEOS,Residencial La Escalera,GUSTAVO A. MADERO,Gustavo A. Madero,CDMX,19.5048169261778,-99.1348966999538,3.0,5,3,780.0,1046.0
2022,Agosto,2022-08-01,13:01:16,2022.0,Julio,2022-07-29,14:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-4,UI-1SD,GABRIEL HERNÁNDEZ,Gabriel Hernandez,GUSTAVO A. MADERO,Gustavo A. Madero,CDMX,19.5011515142468,-99.0974588703688,5.0,5,3,840.0,1046.0
2021,Septiembre,2021-09-24,00:00:00,2021.0,Septiembre,2021-09-23,19:45:00,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-4,UI-1SD,SAN JUAN DE ARAGÓN IV SECCIÓN,San Juan De Aragon,GUSTAVO A. MADERO,Gustavo A. Madero,CDMX,19.46058,-99.06231,4.0,11,3,1185.0,1115.0
2022,Julio,2022-07-11,13:22:00,2022.0,Julio,2022-07-11,12:40:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,GAM-4,UI-1CD,ESTRELLA,Estrella,GUSTAVO A. MADERO,Gustavo A. Madero,CDMX,19.4771241422318,-99.1191485501404,1.0,5,3,760.0,1046.0
2022,Noviembre,2022-11-03,18:23:39,2022.0,Noviembre,2022-11-03,11:03:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-8,UI-2CD,SAN LORENZO,Barrio San Lorenzo,IZTAPALAPA,Iztapalapa,CDMX,19.3040042569193,-99.0695344804392,4.0,9,4,663.0,2025.0
2022,Enero,2022-01-22,00:00:00,2022.0,Enero,2022-01-22,19:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-6,UI-2CD,GRANJAS ESMERALDA,Granjas Esmeralda,IZTAPALAPA,Iztapalapa,CDMX,19.35665,-99.11335,6.0,3,4,1140.0,2124.0
2023,Septiembre,2023-09-12,10:06:41,2023.0,Septiembre,2023-09-12,08:20:00,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAUHTÉMOC,STCMZV,UI-3CD,ERMITA ZARAGOZA,Ermita Zaragoza,IZTAPALAPA,Iztapalapa,CDMX,19.3603532994584,-98.9952458100602,2.0,11,4,500.0,2005.0
2023,Noviembre,2023-11-10,02:51:33,2023.0,Noviembre,2023-11-10,02:15:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-5,UI-1CD,SANTA MARTHA ACATITLA SUR,Santa Martha Acatitla Sur,IZTAPALAPA,Iztapalapa,CDMX,19.371686197115,-99.0239104602983,5.0,9,4,135.0,2025.0
2022,Mayo,2022-05-15,00:00:00,2022.0,Mayo,2022-05-13,06:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-9,UI-4SD,DESARROLLO URBANO QUETZALCOATL,Desarrollo Urbano Quetzalcoatl,IZTAPALAPA,Iztapalapa,CDMX,19.33567,-99.03846,5.0,8,4,360.0,2005.0
2021,Marzo,2021-03-01,00:00:00,2021.0,Febrero,2021-02-28,18:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-9,UI-2SD,SANTA CRUZ MEYEHUALCO,Pueblo Sta Cruz Meyehualco,IZTAPALAPA,Iztapalapa,CDMX,19.33798,-99.04267,7.0,4,4,1080.0,1974.0
2023,Agosto,2023-08-01,16:29:13,2023.0,Julio,2023-07-28,00:20:00,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN BENITO JUÁREZ,UAT-BJ-3,UI-1SD,ERMITA,Ermita,IZTAPALAPA,Iztapalapa,CDMX,19.359536777391,-99.139399910235,5.0,5,4,20.0,2058.0
2020,Noviembre,2020-11-20,00:00:00,2020.0,Noviembre,2020-11-20,13:48:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN VENUSTIANO CARRANZA,VC-3,UI-1SD,ERMITA ZARAGOZA,Ermita Zaragoza,IZTAPALAPA,Iztapalapa,CDMX,19.36251,-98.99547,5.0,9,4,828.0,2025.0
2021,Diciembre,2021-12-08,00:00:00,2021.0,Diciembre,2021-12-08,11:11:00,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-6,UI-2CD,GRANJAS ESTRELLA,Granjas Estrella,IZTAPALAPA,Iztapalapa,CDMX,19.32042,-99.0842,3.0,2,4,671.0,2015.0
2023,Octubre,2023-10-13,12:25:25,2023.0,Octubre,2023-10-13,11:50:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-6,UI-1CD,LA POLVORILLA,Polvorilla,IZTAPALAPA,Iztapalapa,CDMX,19.3211760221029,-99.0468201004458,5.0,10,4,710.0,2144.0
2021,Octubre,2021-10-27,00:00:00,2021.0,Octubre,2021-10-27,07:50:00,ROBO A TRANSEUNTE CONDUCTOR DE TAXI PUBLICO Y PRIVADO CON VIOLENCIA,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-6,UI-2CD,EL PARAÍSO,El Paraiso,IZTAPALAPA,Iztapalapa,CDMX,19.37297,-99.03168,3.0,10,4,470.0,2144.0
2023,Enero,2023-01-22,22:06:19,2023.0,Enero,2023-01-22,21:10:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-6,UI-1CD,SAN JUAN JOYA,San Juan Joya,IZTAPALAPA,Iztapalapa,CDMX,19.3380634362111,-99.0668829204592,7.0,3,4,1270.0,2124.0
2022,Enero,2022-01-29,00:00:00,2022.0,Enero,2022-01-29,16:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN ESTRATÉGICA CENTRAL,ACI,UI-3CD,CENTRAL DE ABASTO,Dr Alfonso Ortiz Tirado,IZTAPALAPA,Iztapalapa,CDMX,19.38298,-99.07707,6.0,3,4,960.0,2124.0
2023,Noviembre,2023-11-10,17:47:16,2023.0,Noviembre,2023-11-10,16:55:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-6,UI-2CD,CHINAMPAC DE JUÁREZ,Chinampac De Juarez,IZTAPALAPA,Iztapalapa,CDMX,19.3874367688642,-99.0427051496207,5.0,9,4,1015.0,2025.0
2021,Julio,2021-07-19,00:00:00,2021.0,Julio,2021-07-19,09:15:00,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,COY-3,UI-1SD,BARRIO TULA,Barrio Tula,IZTAPALAPA,Iztapalapa,CDMX,19.33814,-99.11058,1.0,5,4,555.0,2058.0
2023,Agosto,2023-08-28,13:02:53,2023.0,Agosto,2023-08-27,02:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-8,UI-3CD,LOMAS DE SAN LORENZO,Pueblo San Lorenzo Tezonco,IZTAPALAPA,Iztapalapa,CDMX,19.3157547734984,-99.0484173602735,7.0,1,4,120.0,2078.0
2021,Octubre,2021-10-21,00:00:00,2021.0,Octubre,2021-10-21,00:10:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN BENITO JUÁREZ,BJ-2,UI-1CD,ESCANDÓN I SECCIÓN,Escandon I Seccion,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.40691,-99.18414,4.0,10,5,10.0,893.0
2023,Mayo,2023-05-11,17:33:25,2023.0,Mayo,2023-05-11,15:58:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-5,UI-2CD,PLUTARCO ELÍAS CALLES,Plutarco Elias Calles,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.4569001725886,-99.1705135302225,4.0,8,5,958.0,842.0
2020,Octubre,2020-10-10,00:00:00,2020.0,Octubre,2020-10-10,21:00:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAUHTÉMOC,STCMZV,UI-1CD,SAN MIGUEL CHAPULTEPEC,San Miguel Chapultepec Ii Seccion,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.42028,-99.17801,6.0,10,5,1260.0,893.0
2023,Octubre,2023-10-17,14:08:23,2023.0,Octubre,2023-10-17,12:51:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN CUAUHTÉMOC,SCTPPMB,Unidad de Investigación 2 C/D,TACUBAYA,Tacubaya,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.4019495841017,-99.1873693296828,2.0,10,5,771.0,893.0
2021,Octubre,2021-10-23,00:00:00,2021.0,Octubre,2021-10-23,09:15:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-5,UI-1CD,TACUBAYA,Tacubaya,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.40055,-99.18878,6.0,10,5,555.0,893.0
2020,Septiembre,2020-09-14,00:00:00,2020.0,Septiembre,2020-09-14,08:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-2,UI-1SD,TACUBA,Tacuba,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.45733,-99.18732,1.0,11,5,510.0,895.0
2022,Julio,2022-07-20,11:10:44,2022.0,Julio,2022-07-20,10:10:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-5,UI-1CD,ANAHUAC,Anahuac Ii Seccion,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.4401305399308,-99.1719983497435,3.0,5,5,610.0,854.0
2023,Marzo,2023-03-23,18:51:31,2023.0,Marzo,2023-03-19,17:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,UAT-MH-4,UI-1SD,DANIEL GARZA,Daniel Garza,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.4058943686671,-99.1978680300743,7.0,7,5,1050.0,853.0
2022,Noviembre,2022-11-24,23:54:10,2022.0,Octubre,2022-10-06,12:30:00,ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA,ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,UAT-MH-2,UI-1SD,MÉXICO NUEVO,Mexico Nuevo,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.4533725726853,-99.2025336500695,4.0,10,5,750.0,893.0
2021,Agosto,2021-08-06,00:00:00,2021.0,Agosto,2021-08-06,13:04:00,ROBO A TRANSEUNTE A BORDO DE TAXI PÚBLICO Y PRIVADO CON VIOLENCIA,ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-4,UI-1SD,SAN MIGUEL CHAPULTEPEC,San Miguel Chapultepec Ii Seccion,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.41203,-99.18243,5.0,1,5,784.0,825.0
2021,Julio,2021-07-24,00:00:00,2021.0,Julio,2021-07-23,19:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-1,UI-1SD,TACUBA,Tacuba,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.4594,-99.18826,5.0,5,5,1170.0,854.0
2022,Febrero,2022-02-17,00:00:00,2022.0,Febrero,2022-02-17,19:10:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-5,UI-1CD,DANIEL GARZA,Daniel Garza,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.40721,-99.20036,4.0,4,5,1150.0,812.0
2021,Octubre,2021-10-07,00:00:00,2021.0,Octubre,2021-10-06,16:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,UAT-MH-1,UI-1SD,ANAHUAC,Anahuac I Seccion,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.44673,-99.17764,3.0,10,5,960.0,893.0
2021,Abril,2021-04-21,00:00:00,2021.0,Abril,2021-04-21,15:05:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-5,UI-2CD,TACUBAYA,San Miguel Chapultepec I Seccion,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.40381,-99.18684,3.0,0,5,905.0,756.0
2021,Agosto,2021-08-07,00:00:00,2021.0,Agosto,2021-08-07,16:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-5,UI-2CD,LOS MANZANOS,Los Manzanos,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.44701,-99.18479,6.0,1,5,990.0,825.0
2021,Febrero,2021-02-10,00:00:00,2021.0,Febrero,2021-02-08,20:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-4,UI-1SD,TACUBAYA,Tacubaya,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.40146,-99.1865,1.0,4,5,1200.0,812.0
2020,Septiembre,2020-09-30,00:00:00,2020.0,Septiembre,2020-09-30,18:18:00,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE JUSTICIA PENAL PARA ADOLESCENTES,AEJPA,3 CON DETENIDO,IRRIGACIÓN,Irrigacion,MIGUEL HIDALGO,Miguel Hidalgo,CDMX,19.44064,-99.20879,3.0,11,5,1098.0,895.0
2021,Abril,2021-04-30,00:00:00,2021.0,Abril,2021-04-29,20:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-6,UI-2CD,JUAN ESCUTIA,Juan Escutia,IZTAPALAPA,Iztapalapa,CDMX,19.39008,-99.04327,4.0,0,4,1230.0,1930.0
2023,Marzo,2023-03-31,15:57:36,2023.0,Marzo,2023-03-31,15:15:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-6,UI-3CD,SANTA MARTHA ACATITLA SUR,Santa Martha Acatitla Sur,IZTAPALAPA,Iztapalapa,CDMX,19.3714479708531,-99.0223662699519,5.0,7,4,915.0,2130.0
2021,Noviembre,2021-11-21,00:00:00,2021.0,Noviembre,2021-11-20,05:30:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-2,UI-1SD,SAN JUAN DE ARAGÓN VII SECCIÓN,San Juan De Aragon Vii Seccion,GUSTAVO A. MADERO,Gustavo A. Madero,CDMX,19.47075,-99.07686,6.0,9,3,330.0,1199.0
